date,market,ticker,community,ari_stability,algorithm
2012-10-17,bovespa,PETR3.SA,2,0.17568427753023552,leiden
2012-10-17,bovespa,PSSA3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,RADL3.SA,2,0.17568427753023552,leiden
2012-10-17,bovespa,RENT3.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,SBSP3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,SMTO3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,TOTS3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,VALE3.SA,2,0.17568427753023552,leiden
2012-10-17,bovespa,WEGE3.SA,1,0.17568427753023552,leiden
2012-11-19,bovespa,ABEV3.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,B3SA3.SA,1,0.05405405405405406,leiden
2012-11-19,bovespa,BBAS3.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,BBDC3.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,BEEF3.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,CMIG4.SA,1,0.05405405405405406,leiden
2012-11-19,bovespa,CSAN3.SA,2,0.05405405405405406,leiden
2012-11-19,bovespa,EZTC3.SA,3,0.05405405405405406,leiden
2012-11-19,bovespa,ITSA4.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,ITUB4.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,MRVE3.SA,2,0.05405405405405406,leiden
2012-11-19,bovespa,MULT3.SA,3,0.05405405405405406,leiden
2012-11-19,bovespa,PETR3.SA,2,0.05405405405405406,leiden
2012-11-19,bovespa,PSSA3.SA,0,0.05405405405405406,leiden
2012-11-19,bovespa,RADL3.SA,1,0.05405405405405406,leiden
2012-11-19,bovespa,RENT3.SA,1,0.05405405405405406,leiden
2012-11-19,bovespa,SBSP3.SA,1,0.05405405405405406,leiden
2012-11-19,bovespa,SMTO3.SA,3,0.05405405405405406,leiden
2012-11-19,bovespa,TOTS3.SA,3,0.05405405405405406,leiden
2012-11-19,bovespa,VALE3.SA,2,0.05405405405405406,leiden
2012-11-19,bovespa,WEGE3.SA,0,0.05405405405405406,leiden
2012-12-19,bovespa,ABEV3.SA,2,0.06844106463878327,leiden
2012-12-19,bovespa,B3SA3.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,BBAS3.SA,3,0.06844106463878327,leiden
2012-12-19,bovespa,BBDC3.SA,2,0.06844106463878327,leiden
2012-12-19,bovespa,BEEF3.SA,3,0.06844106463878327,leiden
2012-12-19,bovespa,CMIG4.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,CSAN3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,EZTC3.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,ITSA4.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,ITUB4.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,MRVE3.SA,3,0.06844106463878327,leiden
2012-12-19,bovespa,MULT3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,PETR3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,PSSA3.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,RADL3.SA,2,0.06844106463878327,leiden
2012-12-19,bovespa,RENT3.SA,3,0.06844106463878327,leiden
2012-12-19,bovespa,SBSP3.SA,1,0.06844106463878327,leiden
2012-12-19,bovespa,SMTO3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,TOTS3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,VALE3.SA,0,0.06844106463878327,leiden
2012-12-19,bovespa,WEGE3.SA,2,0.06844106463878327,leiden
2013-01-23,bovespa,ABEV3.SA,0,0.38787407695297316,leiden
2013-01-23,bovespa,B3SA3.SA,2,0.38787407695297316,leiden
2013-01-23,bovespa,BBAS3.SA,0,0.38787407695297316,leiden
2013-01-23,bovespa,BBDC3.SA,0,0.38787407695297316,leiden
2013-01-23,bovespa,BEEF3.SA,3,0.38787407695297316,leiden
2013-01-23,bovespa,CMIG4.SA,2,0.38787407695297316,leiden
2013-01-23,bovespa,CSAN3.SA,1,0.38787407695297316,leiden
2013-01-23,bovespa,EZTC3.SA,2,0.38787407695297316,leiden
2013-01-23,bovespa,ITSA4.SA,0,0.38787407695297316,leiden
2013-01-23,bovespa,ITUB4.SA,0,0.38787407695297316,leiden
2013-01-23,bovespa,MRVE3.SA,3,0.38787407695297316,leiden
2013-01-23,bovespa,MULT3.SA,1,0.38787407695297316,leiden
